SiND Event ID,Date,Country,Country ISO,Admin 1,Latitude,Longitude,Event Description,Reported Perpetrator,Reported Perpetrator Name,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Sector Affected,Launch Type,Type of SV,Survivor Or Victim Sex,Adult or Minor ,dataset
43275,2023-08-29,Libya,LBY,Tripoli,32.8,13.1,,No Information,No Information,0.0,0.0,0.0,0.0,[],[],StrippedNaked/TornClothes,Female,"Adult, ",['crsv']
43288,2023-12-08T00:00:00.000Z,OPT,PSE,Gaza Strip,,,08 December 2023: An Israeli airstrike hit a school-turned-IDP shelter. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
43289,2023-12-11T00:00:00.000Z,OPT,PSE,West Bank,,,"11 December 2023: In Nur Shams Refugee Camp, at least ten Israeli suicide drones were reported hovering over the camp.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Drone'],,,,['weapons']
43291,2023-12-18T00:00:00.000Z,OPT,PSE,Gaza Strip,,,18 December 2023: A school which was being used as shelter for hundreds of IDPs was targeted and massively damaged by Israeli forces. Several displaced residents were injured.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
43293,2023-12-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"05 December 2023: Israeli forces bombed the vicinity of a school, where large numbers of IDPs have been besieged. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
43294,2023-12-01T00:00:00.000Z,OPT,PSE,Gaza Strip,,,01 December 2023: An unspecified number of people were injured when Israeli forces attacked a school sheltering displaced people. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Education', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
43295,2023-12-01T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"01 December 2023: 11 persons were killed, and an unspecified number injured when an Israeli airstrike hit a home inside a refugee camp.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43296,2023-12-29T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"29 December 2023: In Nuseirat Refugee Camp, 20 Palestinians were killed when an Israeli airstrike hit a residential building belonging to three families. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43297,2024-01-04T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"04 January 2024: Israeli airstrikes were reported in the vicinity of a medical facility, killing one person and injuring an unspecified number of people.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
43298,2024-01-04T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"04 January 2024: In Al-Maghazi Refugee Camp, the home of a health worker was hit, likely by Israeli airstrikes. At least two people were killed and five injured, whilst an unspecified number of people were still under the rubble.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Protection', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
43299,2024-01-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,05 January 2024: A Red Cross medical facility was damaged by Israeli drones and artillery in its vicinity.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Air-Launched: Drone'],,,,['weapons']
43300,2024-01-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,05 January 2024: Israeli drones launched a missile towards a group of civilians near a medical facility killing at least one person and injuring an unspecified number. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
43301,2024-01-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"05 January 2024: Since the early morning, Israeli forces had reportedly intensified their attacks in the vicinity of a medical facility.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
43302,2024-01-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,05 January 2024: Israeli artillery and drone fire was reported in the vicinity of a medical facility since the early morning. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
43307,2024-01-06T00:00:00.000Z,OPT,PSE,Gaza Strip,,,06 January 2024: Ambulance and rescue teams were unable to reach people injured from an Israeli airstrike due to ongoing bombardments. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
43308,2023-12-16T00:00:00.000Z,OPT,PSE,West Bank,,,"16 December 2023: In Nur Shams Refugee Camp, several homes belonging to families of opposition fighters were destroyed in Israeli airstrikes. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43318,2023-12-27T00:00:00.000Z,OPT,PSE,West Bank,,,"27 December 2023: In Nur Shams Refugee Camp, six Palestinians, including a 17-year-old boy, were killed in an Israeli drone strike during a security operation inside the camp. At least four people were also injured. Israeli soldiers also stopped ambulances from reaching the wounded for about an hour and one of the wounded was stabbed by an Israeli soldier inside an ambulance.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Drone'],,,,['weapons']
43322,2023-12-25T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.8,38.3,December 2023: A medical centre was destroyed and six ambulances damaged by Turkish drone strikes.,Foreign Forces: Military,Armed Forces of Turkey,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
43327,2024-01-07T00:00:00.000Z,OPT,PSE,Gaza Strip,,,07 January 2024: Israeli drones opened fire towards the administration building of a medical facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
43332,2024-01-08T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"08 January 2024: A health INGOs shelter was hit by Israeli shelling which housed more than 100 employees and their families. At least four people were injured, including the five-year-old daughter of an employee, who died the next day. The INGO then relocated staff and their families and confirmed that they had not received orders to evacuate before the hit.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Ground-Launched'],,,,['weapons']
43333,2024-01-08T00:00:00.000Z,OPT,PSE,Gaza Strip,,,08 January 2024: Ambulance and rescue teams were unable to reach injured individuals or dead bodies due to continuous Israeli bombardment. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
43337,2023-10-05T00:00:00.000Z,Syria,SYR,Al-Hasaka Governorate,36.5,40.7,October 2023: All 12 humanitarian organisations working in the IDP camp suspended their work in protest of the camp being hit by Turkish airstrikes,Foreign Forces: Military,Armed Forces of Turkey,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43339,2023-10-25T00:00:00.000Z,Syria,SYR,Ar-Raqqah Governorate,36.3,38.8,October 2023: The IDP camp was damaged when hit by artillery shells by the Turkish forces. ,Foreign Forces: Military,Armed Forces of Turkey,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
43346,2023-10-27T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.8,36.3,"October 2023: In Al-Masbah IDP camp, three men, a woman and two children were killed in airstrikes on the camp by the Russian forces. ",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43348,2023-11-04,Sudan,SDN,West Darfur,13.4,22.4,,Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,[],[],UnspecifiedActSV,Female,"Adult, ",['crsv']
43355,2023-10-13T00:00:00.000Z,Myanmar,MMR,Kayin State,16.5,98.2,October 2023: A high school was hit by an armed drone. One student was killed and three injured.,Multiple,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Drone'],,,,['weapons']
43356,2023-12-31T00:00:00.000Z,OPT,PSE,Gaza Strip,,,31 December 2023: Israeli shelling was reported in the vicinity of a medical facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
43357,2023-12-29T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"29 December 2023: The vicinity of a medical facility was struck by an Israeli airstrike, killing three Palestinians, and injuring five others. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
43358,2023-12-29T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"29 December 2023: The vicinity of a medical facility was hit by an Israeli airstrike, injuring ten people.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
43359,2023-12-26T00:00:00.000Z,OPT,PSE,Gaza Strip,,,26 December 2023: Israeli forces renewed attacks around the vicinity of a medical facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
43360,2023-12-26T00:00:00.000Z,OPT,PSE,Gaza Strip,,,26 December 2023: Israeli forces renewed attacks around the vicinity of a medical facility. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
43363,2023-12-13T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"13 December 2023: Israeli airstrikes hit a school housing displaced people, killing six Palestinians and wounding dozens. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
43365,2023-12-02T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"02 December 2023: In Jabalia Refugee Camp, more than 100 people were killed when an Israeli airstrike hit a six-storey building at 12:30, one and half hours after Israeli forces dropped leaflets ordering residents to evacuate. An unspecified number of persons were trapped under the debris. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43366,2023-12-02T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"02 December 2023: In Jabalia Refugee Camp, at least 150 Israeli airstrikes were recorded in half an hour. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43367,2023-12-03T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"03 December 2023: In Jabalia Refugee Camp, Israeli forces fired white phosphorus shells at the camp.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
43371,2023-12-03T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"03 December 2023: In Jabalia Refugee Camp, a residential square where around 300 people were taking refuge, half of whom are children, was destroyed when it was hit in Israeli airstrikes.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43378,2023-12-24T00:00:00.000Z,DRC,COD,North Kivu,-1.1,29.4,"December 2023: In Mudugudugu IDP Camp, an unspecified number of people were killed in a bombing on the camp by an armed group.",NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Protection'],['Unspecified Launch Method'],,,,['weapons']
43380,2023-12-10T00:00:00.000Z,Yemen,YEM,Marib Governorate,15.5,45.1,"December 2023: In As Suwayda IDP Camp, a UXO detonated in the camp, injuring a child.
",No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Protection'],['UXO'],,,,['weapons']
43381,2023-12-02T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,48.3,37.3,December 2023: Educational infrastructure was damaged in Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43383,2023-12-02T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,48.0,37.4,December 2023: Educational infrastructure was damaged in Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43384,2023-12-04T00:00:00.000Z,Ukraine,UKR,Kherson Oblast,46.6,32.6,December 2023: A kindergarten was damaged in Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43385,2023-12-12T00:00:00.000Z,Ukraine,UKR,Kherson Oblast,46.6,32.6,December 2023: An educational facility was damaged in Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43387,2023-12-30T00:00:00.000Z,Ukraine,UKR,Kherson Oblast,46.8,33.4,December 2023: Educational infrastructure was damaged in Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43388,2023-12-31T00:00:00.000Z,Ukraine,UKR,Kherson Oblast,47.3,33.9,December 2023: Educational infrastructure was damaged in Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43389,2023-12-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"05 December 2023: In Jabalia Refugee Camp,  an unspecified number of people were killed when an Israeli airstrike hit their home inside the camp. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43391,2023-12-15T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,48.0,37.8,December 2023: A school was damaged when Ukrainian Forces shelled Russian DPR forces with multiple launch rocket systems (MLRS).,Other,Armed Forces of Ukraine,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
43393,2023-12-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"05 December 2023: In Jabalia Refugee Camp, 15 Palestinians were killed when an Israeli airstrike hit a family home inside the camp. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43394,2023-12-09T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.9,36.6,"December 2023: In Al-Shuhada Camp, a Syrian Regime forces missile hit a cluster of tents, killing a child and forcing several to flee. Sources: ",NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Protection'],['Unspecified Launch Method'],,,,['weapons']
43395,2023-12-22T00:00:00.000Z,Ukraine,UKR,Odesa Oblast,46.4,30.7,December 2023: A school was damaged when Ukrainian military forces intercepted a Russian drone and remnants hit the school.,Foreign Forces: Military,"Armed Forces of the Russian Federation, Armed Forces of Ukraine",0.0,0.0,0.0,0.0,['Education'],"['Unspecified Launch Method', 'Air-Launched: Drone']",,,,['weapons']
43396,2023-12-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"05 December 2023: In Jabalia Refugee Camp, at least nine Palestinians were killed when an Israeli airstrike hit their family home inside the camp.  ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43397,2023-12-05T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"05 December 2023: On the old Gaza street, Jabalia Refugee Camp, 15 people were killed and an unspecified number injured after several Israeli airstrikes hit their family home inside the camp. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43398,2023-12-29T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"29 December 2023: In Nuseirat Refugee Camp, a journalist and seven family members were killed when Israeli airstrikes hit the camp in the evening. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43399,2023-12-06T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"06 December 2023: In Jabalia Refugee Camp, at least 150 Palestinians were killed and an unspecified number injured when an Israeli airstrike destroyed a residential square in the early hours.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43402,2023-12-26T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"26 December 2023: In Nuseirat Refugee Camp, the Israeli air force struck a house, killing at least five Palestinians, including children, and injuring others.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43403,2023-12-29T00:00:00.000Z,Ukraine,UKR,Odesa Oblast,46.4,30.7,December 2023: A school was damaged by a Russian missile as part of a wider attack on the area.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
43404,2023-12-24T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"24 December 2023: In Nuseirat Refugee Camp, Israeli artillery bombing hit agricultural land in the camp injuring an unspecified number of people. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
43405,2023-12-23T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"23 December 2023: In Nuseirat Refugee Camp, at least 18 Palestinians were killed, including a journalist when Israeli missiles hit two homes inside the camp.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43406,2023-12-30T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.2,December 2023: A kindergarten was damaged when Russian forces carried out drone & missile strikes on the area.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Drone'],,,,['weapons']
43407,2023-12-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"22 December 2023: In Nuseirat Refugee Camp, a director and journalist was killed along with family members when an Israeli airstrike hit their home inside the camp. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
43420,2024-01-04T00:00:00.000Z,Israel,ISR,South District,31.3,34.3,January 2024: A health clinic was hit by a Hamas anti-tank missile fired from Gaza that was reportedly targeting an IDF helicopter in Gaza.,NSA,Hamas,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
43423,2023-12-17T00:00:00.000Z,OPT,PSE,Gaza Strip,,,17 December 2023: 14 Palestinian killed and tens injured when a school was struck.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Education', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
43424,2024-01-08T00:00:00.000Z,Pakistan,PAK,Khyber Pakhtunkhwa,34.7,71.5,January 2024: A roadside IED claimed by Tehreek-e-Taliban Pakistan militants killed at least five of 25 police officers deployed to protect polio vaccination workers. ,NSA,TTP Tehrik-i-Taliban Pakistan,0.0,0.0,0.0,0.0,['Health Care'],['Directly-Emplaced'],,,,['weapons']
43425,2024-01-03T00:00:00.000Z,Iran,IRN,Kerman Province,30.2,57.0,January 2024: Three paramedics were killed in a double-tap bomb attack by IS militants while they were responding to victims of a previous bombing. ,NSA,Islamic State,0.0,0.0,0.0,0.0,['Health Care'],['Directly-Emplaced'],,,,['weapons']
43427,2023-12-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,22 December 2023: Professor and his family members killed when an Israeli airstrike hit their home. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
